x,y
10,231
24,219
30,209
5,194
80,234
76,225
101,249
56,234
55,227
58,243
69,236
60,234
246,198
205,196
70,90
90,93
5,72
26,87
27,103
26,112
7,112
40,121
52,120
59,103
82,124
96,127
133,138
115,102
129,112
152,127
157,148
166,149
170,155
178,154
219,143
246,140
157,167
131,163
62,179
81,154
71,146
29,153
102,168
115,214
137,194
126,176
161,194
177,201
158,227
197,216
190,242
223,227
228,247
108,192
250,89
248,74
128,58
117,68
109,61
86,51
124,31
128,20
113,7
87,8
86,21
37,11
146,6
211,75
226,48
241,41
244,8
252,20
156,52
152,44
199,15
206,17
208,28
209,38
198,25
226,87
217,90
