x,y
250,32
250,22
231,13
240,21
209,27
204,35
201,41
206,46
213,50
217,52
246,114
233,128
242,129
240,141
237,233
252,246
246,229
245,215
240,185
231,176
239,171
181,252
178,229
179,236
169,255
165,231
173,221
174,181
173,170
172,159
181,89
189,70
89,243
103,217
101,196
112,193
101,179
100,161
111,135
119,134
132,136
112,124
101,144
102,134
104,122
81,156
83,137
86,114
77,115
88,96
111,89
118,90
123,71
114,69
122,51
127,35
134,17
141,21
133,38
114,16
118,4
110,2
107,31
98,26
87,37
85,44
78,51
60,47
42,38
29,28
32,23
15,18
5,6
12,41
27,50
57,66
74,71
47,72
33,74
30,79
25,91
27,101
28,135
35,113
74,154
74,133
73,189
84,250
29,238
29,249
63,75
73,77
81,87
147,184
163,202
111,180
119,187
139,161
146,161
119,160
180,102
177,97
176,128
174,116
134,185
151,233
120,240
