x,y
214,232
232,223
237,234
237,245
225,242
223,253
206,245
181,248
181,239
191,226
206,215
216,217
213,200
198,196
177,214
163,231
161,254
148,244
135,253
115,247
113,225
128,227
141,227
141,210
122,215
152,214
163,199
121,198
103,213
97,222
91,230
101,237
139,161
140,189
145,196
151,187
156,179
156,171
156,162
165,184
162,171
183,162
183,173
184,177
181,191
177,186
165,156
212,168
142,175
152,152
127,142
104,152
94,152
84,151
92,175
111,175
128,161
116,188
105,192
101,186
106,187
125,181
75,194
85,202
87,217
78,217
61,209
52,214
56,192
73,190
74,173
38,204
48,233
129,197
137,198
133,188
188,135
186,147
172,146
186,121
167,119
159,127
153,137
139,134
132,130
145,122
156,118
83,87
98,88
119,87
141,82
139,95
132,92
122,104
139,112
153,105
124,124
109,118
109,132
95,135
91,122
135,120
90,106
76,108
72,119
80,122
72,134
57,130
76,146
74,159
229,123
240,95
247,107
233,107
240,85
245,75
252,60
241,63
127,116
70,90
66,78
57,86
59,74
234,72
254,154
253,144
254,123
254,112
250,116
221,7
198,6
218,19
209,21
217,37
235,21
237,6
250,14
249,27
248,35
254,46
228,58
238,51
236,40
159,4
143,23
131,36
120,49
141,59
73,4
17,57
18,60
18,67
43,125
7,71
13,74
207,112
214,98
195,95
214,110
228,180
226,159
12,250
7,227
26,254
10,218
11,189
20,195
21,151
121,8
110,24
99,33
88,35
