x,y
139,104
219,254
169,84
210,141
214,125
167,185
137,248
136,205
167,153
217,102
168,143
228,200
138,195
168,123
226,166
200,208
215,239
250,247
247,141
253,143
113,188
114,180
105,182
115,164
135,167
164,221
209,93
209,87
210,78
229,112
221,127
131,132
31,2
29,30
42,31
45,49
52,47
58,47
65,47
112,8
83,43
82,49
80,63
28,63
28,130
4,134
4,93
5,29
3,203
24,166
27,212
26,242
4,244
46,189
39,190
37,88
44,86
56,84
48,97
48,102
82,96
86,107
70,122
83,132
80,148
90,151
93,170
80,168
82,210
93,195
96,185
55,219
77,220
87,221
95,221
103,220
110,220
119,221
110,127
103,45
116,44
135,38
169,16
172,45
176,60
183,57
192,40
215,44
212,51
215,61
211,68
232,42
246,39
220,29
226,23
218,19
213,17
215,7
227,2
222,233
73,113
91,206
157,249
135,85
237,4
93,37
