x,y
157,8
172,21
199,20
192,26
211,7
230,34
243,58
248,102
252,96
228,84
208,63
220,124
247,141
251,158
249,198
225,209
221,194
215,186
204,183
208,168
238,170
190,172
190,159
199,137
195,117
205,110
200,101
195,96
189,89
167,97
142,115
137,117
172,125
144,145
153,158
173,179
166,174
180,191
188,200
198,220
189,237
185,241
181,245
212,254
251,225
21,223
60,182
102,154
80,172
97,172
76,195
70,208
59,202
72,220
84,230
91,240
97,248
121,194
129,203
134,200
138,196
141,179
160,224
160,207
166,197
152,187
122,233
123,209
52,235
4,196
27,165
39,157
10,157
3,142
34,112
19,103
6,96
55,132
99,105
82,100
5,15
9,19
4,31
14,25
20,31
23,35
28,39
32,44
35,47
54,63
68,74
67,90
92,62
104,74
121,77
129,71
134,66
116,130
134,134
