x,y
168,143
167,103
168,123
172,164
202,93
227,92
205,114
205,125
204,134
204,144
206,155
205,165
207,171
207,190
206,231
223,232
238,232
252,233
75,219
75,182
100,161
102,201
140,251
132,218
129,198
137,188
132,91
126,148
132,139
134,129
127,127
130,121
136,125
127,119
135,118
102,240
140,219
136,172
131,158
132,227
130,235
135,238
132,251
168,113
168,95
250,87
249,96
25,246
24,237
26,212
23,175
24,184
24,145
7,99
18,85
17,72
20,44
21,35
131,9
131,20
134,26
136,33
136,37
131,53
131,67
131,75
203,7
191,13
203,18
202,30
191,26
193,43
190,81
190,73
19,22
18,16
19,5
202,73
193,65
209,78
204,106
24,198
25,166
20,59
191,3
131,96
127,183
