x,y
229,9
243,29
159,174
125,172
60,30
67,85
166,234
145,160
111,150
52,66
74,55
39,46
130,137
98,130
203,241
47,11
186,224
140,189
89,71
117,118
24,28
152,217
80,106
56,26
174,203
101,93
137,17
136,47
205,114
218,113
244,176
172,111
23,197
37,158
50,221
150,231
87,122
19,131
28,150
7,179
5,207
39,195
33,185
31,178
22,166
50,209
24,144
153,6
164,21
215,8
252,164
212,159
216,133
209,127
178,107
225,148
252,195
238,237
221,237
124,29
108,17
87,22
101,52
116,39
122,56
67,176
60,180
72,221
105,237
240,80
234,82
166,65
174,32
167,42
174,68
229,195
221,200
218,100
64,227
