x,y
56,118
165,195
39,64
41,103
238,14
126,195
178,246
180,211
8,65
112,177
26,87
85,113
57,85
197,230
109,138
70,100
94,157
161,228
78,136
23,45
9,30
128,157
210,244
72,211
87,212
31,206
17,220
85,227
22,137
30,158
147,170
154,172
163,176
132,72
147,21
184,13
238,91
221,112
190,97
158,162
174,144
206,120
233,142
150,78
156,89
210,71
28,239
96,40
111,48
107,54
126,36
135,45
121,17
126,22
129,26
141,25
152,28
196,52
170,69
191,64
188,84
181,93
206,74
223,95
228,18
224,24
230,30
238,26
158,7
162,5
140,7
166,2
133,96
106,114
246,111
41,189
98,237
92,243
89,245
86,249
141,238
