x,y
22,12
8,47
24,79
21,109
8,153
29,161
29,143
15,193
36,198
52,183
57,193
29,176
52,154
63,141
62,171
83,163
69,219
110,153
133,176
137,186
115,194
99,205
100,217
196,253
173,250
159,228
163,201
143,202
180,217
213,186
192,196
233,151
251,188
253,195
231,106
248,110
246,83
226,87
234,62
211,74
206,101
189,80
162,69
133,79
112,88
111,105
142,128
144,96
129,105
110,118
63,78
55,45
35,54
51,28
66,20
79,28
94,17
90,40
98,47
98,65
111,58
141,48
118,33
102,6
151,9
185,28
206,17
181,8
214,47
215,125
165,159
188,237
