x,y
14,18
14,62
36,104
27,112
29,127
5,138
16,149
26,156
39,170
49,168
89,164
7,198
17,217
11,235
37,221
58,230
107,243
97,243
89,222
104,213
127,213
114,202
124,192
137,202
136,180
155,190
167,206
193,222
225,247
232,236
210,202
193,182
229,188
238,176
192,158
152,140
118,114
79,90
90,73
69,63
35,52
27,46
43,42
50,35
80,51
99,37
111,50
121,69
125,50
139,41
133,79
141,89
163,110
162,94
158,75
176,69
182,105
192,118
222,111
230,117
247,125
211,97
248,108
248,90
240,75
208,74
230,67
216,62
216,52
220,44
195,238
202,29
196,15
224,36
244,35
237,20
227,28
159,59
56,19
116,247
38,123
48,117
44,98
