x,y
63,77
64,232
62,166
63,101
64,114
64,27
63,127
14,174
62,139
63,89
63,209
10,200
206,8
181,223
208,237
220,213
232,199
192,205
208,197
206,177
232,165
246,227
251,198
115,232
161,232
147,197
158,177
132,176
112,177
129,197
111,196
88,198
205,114
235,117
21,103
84,56
111,30
98,20
145,19
142,28
165,21
176,23
183,23
193,23
202,23
209,24
220,24
227,24
237,24
128,101
118,64
145,108
149,157
147,129
123,138
109,163
77,158
35,32
38,18
44,208
42,222
43,248
26,188
178,177
179,241
179,248
249,5
81,251
104,252
110,252
251,177
251,166
