x,y
76,10
252,217
42,36
250,241
22,21
3,62
61,20
47,2
145,201
145,213
151,231
207,188
198,211
190,221
65,193
21,192
106,221
116,230
137,235
145,247
157,250
205,245
70,227
85,236
78,240
85,243
94,247
55,251
237,208
11,137
4,154
25,131
3,111
13,102
25,93
36,82
49,75
56,137
75,122
88,112
58,50
64,58
90,34
98,27
94,4
111,17
138,10
147,21
152,25
170,69
108,108
22,164
29,166
34,165
38,165
41,162
46,159
50,155
55,152
65,144
70,141
74,138
78,136
82,133
86,130
90,126
95,122
35,243
31,250
24,253
162,32
170,47
97,90
91,85
155,186
166,189
174,188
179,189
184,190
