x,y
79,28
95,54
30,29
65,57
163,60
108,37
200,25
193,45
184,66
178,86
169,105
164,125
155,143
148,163
141,180
134,200
127,220
121,238
116,252
104,109
32,138
28,16
76,5
117,22
55,65
42,67
35,52
3,23
9,26
17,23
56,26
47,26
115,4
159,40
116,58
88,69
60,75
157,12
168,15
174,20
219,76
205,77
219,88
218,115
142,112
138,122
131,131
126,143
120,159
117,172
112,183
106,197
104,212
99,222
96,229
91,240
173,203
161,208
160,217
170,222
213,225
227,164
177,169
28,114
48,116
223,56
226,48
230,50
250,120
192,171
235,243
243,237
247,219
165,193
