x,y
170,199
221,170
252,215
83,173
52,198
82,223
183,176
205,199
122,16
195,176
55,223
170,177
126,159
123,232
137,247
156,223
215,226
215,207
160,206
120,207
11,240
23,241
15,155
7,176
1,190
8,201
126,171
104,179
99,250
231,131
249,130
197,111
191,120
186,122
214,120
214,127
232,111
243,108
250,108
116,115
102,115
135,117
160,111
45,121
39,113
8,111
1,146
0,129
2,170
70,139
56,163
245,240
247,228
110,201
10,23
34,24
143,19
173,20
234,16
67,12
20,22
14,18
110,26
104,23
99,24
92,20
85,21
79,23
68,22
186,132
62,22
56,22
245,143
242,148
240,156
240,156
237,164
249,117
