x,y
253,165
149,190
200,190
225,39
31,30
20,190
216,38
56,108
92,166
234,39
86,190
125,189
174,190
227,167
58,92
237,16
251,189
127,8
156,15
171,5
113,41
165,42
160,47
179,47
191,47
201,47
220,55
188,68
143,82
112,105
88,137
120,131
152,129
164,112
204,131
145,162
110,160
191,157
220,153
236,108
232,137
220,98
6,32
6,52
53,38
57,49
54,55
48,68
10,160
24,162
7,146
26,149
5,128
9,69
3,74
7,89
3,103
35,244
54,223
16,240
9,244
3,250
56,242
67,239
148,241
141,224
140,210
169,208
217,214
244,222
224,240
212,239
106,251
104,242
234,81
13,4
76,208
50,208
50,195
99,231
23,110
34,96
