x,y
5,193
6,170
83,244
91,242
7,147
115,247
5,100
26,241
251,60
96,244
254,124
189,243
6,124
7,42
92,240
5,71
101,242
6,232
70,245
16,32
33,33
49,42
78,41
18,63
128,68
141,56
151,61
169,64
179,61
191,52
188,30
190,8
211,8
218,20
225,21
221,31
203,54
235,54
245,67
245,77
231,75
203,73
182,83
212,96
229,122
246,115
203,119
198,130
157,117
127,107
224,145
207,151
160,151
149,152
139,148
128,148
249,163
241,191
231,196
214,194
200,191
185,185
189,172
179,175
179,164
168,176
119,182
122,202
105,194
76,184
86,149
79,152
69,151
44,152
38,171
43,108
50,121
62,125
77,129
76,123
54,209
123,233
106,230
104,218
88,231
78,208
4,89
251,31
138,246
