x,y
221,214
118,175
144,71
140,13
140,138
117,19
142,22
239,215
232,216
187,214
141,31
181,214
199,215
227,216
142,3
8,32
8,87
10,106
7,126
7,200
6,221
19,226
29,226
43,223
6,242
87,240
100,230
99,250
96,188
97,157
108,143
50,142
6,186
34,90
34,75
109,92
107,83
109,61
88,6
62,7
41,2
30,6
106,18
106,7
59,187
30,160
147,177
174,177
187,179
201,161
206,169
203,180
207,187
174,221
201,248
207,240
218,240
249,243
167,213
235,180
227,183
146,56
148,83
139,123
162,39
182,39
192,41
190,30
180,31
173,28
167,18
164,8
169,4
205,9
204,18
210,33
233,31
215,21
218,5
216,88
187,63
199,63
196,55
167,89
158,56
231,95
225,93
241,93
112,215
