x,y
23,106
23,131
24,69
23,94
3,3
0,25
2,40
2,65
0,83
2,102
3,121
0,138
1,157
0,174
2,194
0,213
0,250
35,226
50,233
60,225
75,233
31,184
83,183
75,189
75,149
60,150
48,144
39,150
31,146
31,124
32,104
31,89
31,69
45,62
28,29
126,173
101,133
111,133
120,113
108,122
86,106
90,100
85,94
68,61
46,23
61,26
74,27
78,31
85,28
93,12
135,11
119,5
109,7
118,15
111,25
122,24
132,33
139,29
147,34
153,35
169,32
176,25
181,15
186,3
194,23
200,27
211,3
165,106
222,211
222,241
162,207
160,220
177,207
174,249
203,204
194,200
180,192
193,191
204,178
190,179
191,170
179,178
179,168
245,207
25,221
25,251
236,25
249,20
248,33
100,21
75,60
121,199
114,150
114,157
113,162
84,222
248,227
43,99
55,98
65,99
75,99
