x,y
123,129
180,129
198,129
105,129
160,130
255,128
215,129
233,129
141,129
245,102
234,100
227,101
222,101
218,96
221,84
208,83
83,92
184,255
132,244
131,240
118,227
205,223
188,220
151,211
102,165
119,165
137,163
144,165
125,176
153,166
166,165
175,165
232,166
224,210
254,255
170,100
177,76
216,77
29,240
27,221
26,197
28,189
25,166
4,180
5,201
5,158
35,151
58,151
72,153
3,133
5,145
4,112
72,188
71,226
79,182
6,44
31,27
32,34
29,60
58,35
3,54
5,31
59,8
66,4
33,5
95,26
82,25
81,54
81,68
70,109
119,25
143,56
155,56
128,68
120,73
172,57
180,54
195,48
208,55
208,49
230,54
194,19
198,14
217,18
229,16
246,15
