x,y
193,83
209,21
148,175
148,186
149,201
148,216
135,216
132,172
122,172
81,168
93,165
97,170
95,199
104,173
110,172
101,217
96,217
142,123
144,96
97,115
109,119
90,83
79,85
205,210
205,125
240,132
240,120
239,111
200,77
202,82
212,185
237,191
206,244
202,172
191,134
235,209
242,210
238,226
139,25
141,44
142,74
129,71
109,71
117,53
98,44
72,22
59,25
38,19
43,33
10,25
8,43
47,68
52,80
41,106
52,119
62,120
73,119
83,123
100,130
10,75
3,73
6,87
7,92
12,91
11,99
11,109
7,116
14,115
2,92
8,183
9,144
49,167
45,182
51,180
47,190
7,219
50,219
48,203
251,67
244,67
226,49
219,33
247,29
