x,y
167,143
166,103
167,123
168,161
167,181
202,93
227,92
205,114
205,125
204,134
204,144
206,155
205,165
207,171
207,190
206,231
223,232
238,232
252,233
75,219
75,182
98,159
100,199
139,245
132,218
129,198
137,188
134,92
126,148
139,137
137,128
131,127
134,120
140,124
131,118
139,117
100,240
140,219
124,174
131,158
132,227
132,235
139,238
132,251
167,113
166,95
250,87
249,96
23,245
22,236
22,212
21,174
22,183
22,144
7,99
23,81
17,72
20,44
21,35
131,9
138,19
134,26
138,33
136,37
138,55
137,60
137,67
137,74
203,7
194,13
204,18
202,30
191,26
193,43
190,81
190,69
190,73
19,22
18,16
19,5
