x,y
84,104
76,110
75,101
79,97
157,95
173,98
214,97
229,98
239,118
240,133
239,145
207,118
197,115
128,116
123,121
115,109
129,130
130,152
135,155
136,161
116,165
126,171
117,175
162,168
87,200
107,203
206,198
190,134
165,140
165,153
213,234
200,233
241,234
242,218
224,221
171,251
100,225
133,250
130,237
158,200
76,202
170,190
170,203
161,212
170,179
214,169
188,192
205,76
225,76
230,75
251,76
164,75
127,77
61,245
63,234
38,246
36,220
21,198
53,196
16,165
10,115
9,102
22,92
27,84
31,77
61,78
54,72
46,71
39,59
56,122
63,115
30,49
20,48
125,32
125,63
149,57
192,39
194,60
125,20
141,4
149,3
156,3
164,3
189,3
223,70
