x,y
9,221
140,197
9,239
28,198
159,197
200,222
54,197
13,197
9,230
7,210
10,248
206,121
202,132
201,143
187,141
172,144
246,189
239,191
237,198
234,205
94,141
201,77
206,87
193,88
153,86
165,83
243,139
246,93
135,193
144,93
68,141
56,142
50,147
43,150
34,141
26,138
52,116
49,124
150,144
154,128
155,123
99,86
97,79
98,68
123,53
149,56
154,45
173,50
187,56
173,58
208,60
199,70
208,73
178,102
63,51
67,47
61,58
50,52
44,47
20,37
109,11
110,20
118,10
125,17
128,21
135,17
142,13
153,15
196,9
200,21
225,9
232,20
214,23
213,12
167,21
111,55
78,53
35,4
193,47
241,16
27,90
7,89
11,83
6,81
3,93
81,98
11,101
19,98
25,98
31,98
35,98
43,99
38,88
103,63
45,60
240,128
239,122
246,67
239,71
237,81
